Donor,molecule,interacting halogen,ortho,meta,para,V$_{S}$$_{max}$,V$_{max}$(r),R$^{donor}_{C-X}$,k$^{a}$$^{donor}$$_{C-X}$,$\mu^{donor}_{C-X}$,R$^{donor}_{C\equiv C}$,k$^{a}$$^{donor}$$_{C\equiv C}$,$\mu^{donor}_{C\equiv C}$,Complex Symmetry,R$^{complex}_{C-X}$,$\Delta$R$_{C-X}$,k$^{a}$$^{complex}$$_{C-X}$,$\Delta$k$^{a}_{C-X}$,$\mu^{complex}_{C-X}$,R$^{complex}_{C\equiv C}$,$\Delta$R$_{C\equiv C}$,k$^{a}$$^{complex}$$_{C\equiv C}$,$\Delta$k$^{a}_{C\equiv C}$,$\mu^{complex}_{C\equiv C}$,R$_{X\cdots N}$,k$^{a}_{X\cdots N}$,$\mu_{X\cdots N}$,$\rho^{BCP}$,G(r)$^{BCP}$,K(r)$^{BCP}$,V(r)$^{BCP}$,$\nabla^{2} \rho^{BCP}$,H(r)$^{BCP}$,RDG,sign$\lambda_{2}* \rho$,E$_{int}$,E$_{bind}$,E$^{CP}_{int}$,E$^{CP}_{bind}$,E$^{donor}_{def}$,E$^{NH_3}_{def}$,E(2),$\Delta \rho$
2-3-4-5-6-BH2BABr,c1(B)c(B)c(B)c(B)c(B)c1(C#C(Br)),Br,BH2,BH2,BH2,31.2,1.99506018,1.7949,4.571,-7.925,1.2123,17.03,6.181,C1,1.8059,0.011,4.214,-0.357,-6.995,1.2139,0.0016,16.865,-0.165,7.322,2.9134,0.187,-11.522,0.0172,0.0125,-0.00143,-0.0111,0.0558,0.00143,2.32E-06,-0.0172,-5.64,-5.586065033,-5.17,-5.116883454,0.052005477,0.001111068,0.23,-0.02392
2-3-4-5-6-ClBABr,c1(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1(C#C(Br)),Br,Cl,Cl,Cl,33.1,1.992262409,1.7939,4.554,-7.079,1.2106,17.208,4.729,C1,1.8057,0.0118,4.153,-0.401,-5.796,1.2122,0.0016,17.053,-0.155,5.572,2.904,0.173,-11.488,0.017487588,0.012754807,-0.001430123,-0.011324684,0.056739723,0.001430123,8.30E-07,-0.017487588,-5.9,-5.846131765,-5.43,-5.377050435,0.052704523,0.000245042,83.98,-0.0253
2-3-4-5-6-CNBABr,c1(C#N)c(C#N)c(C#N)c(C#N)c(C#N)c1(C#C(Br)),Br,CN,CN,CN,45.6,1.9794847,1.7857,4.625,-12.575,1.2118,17.048,9.709,C1,1.7999,0.0142,4.094,-0.531,-11.354,1.2141,0.0023,16.816,-0.232,11.024,2.8418,0.206,-11.988,0.019855499,0.014427895,-0.001409263,-0.013018632,0.063348633,0.001409263,2.68E-06,-0.019855499,-7.75,-7.670722313,-7.24,-7.158888561,0.081438183,-0.000326744,NAN,-0.03286
2-3-4-5-6-FBABr,c1(F)c(F)c(F)c(F)c(F)c1(C#C(Br)),Br,F,F,F,33.9,1.99052372,1.7943,4.552,-6.225,1.2104,17.264,3.735,C1,1.8066,0.0123,4.14,-0.412,-4.827,1.212,0.0016,17.111,-0.153,4.425,2.9005,0.173,-11.197,0.017604754,0.012841012,-0.001431833,-0.011409179,0.057091379,0.001431833,2.96E-06,-0.017604754,-5.99,-5.933173608,-5.52,-5.463280232,0.05649468,0.000225088,6.63,-0.02584
2-3-4-5-6-NH2BABr,c1(N)c(N)c(N)c(N)c(N)c1(C#C(Br)),Br,NH2,NH2,NH2,26.2,2.000209297,1.802,4.472,-0.978,1.2154,16.749,-1.587,C1,1.8129,0.0109,4.139,-0.333,0.395,1.2164,0.001,16.669,-0.08,-1.008,2.9383,0.167,-11.432,0.0163,0.0119,-0.00142,-0.0105,0.0533,0.00142,2.84E-06,-0.0163,-4.94,-4.892731481,-4.5,-4.449432272,0.049554425,0.001013302,5.9,-0.02211
2-3-4-5-6-OHBABr,c1(O)c(O)c(O)c(O)c(O)c1(C#C(Br)),Br,OH,OH,OH,34.7,1.991804354,1.7993,4.498,-2.258,1.216,16.712,-0.724,C1,1.8116,0.0123,4.096,-0.402,-0.668,1.2172,0.0012,16.611,-0.101,-0.18,2.9036,0.172,-11.52,0.0175,0.0128,-0.00143,-0.0113,0.0567,0.00143,2.11E-06,-0.0175,-5.95,-5.890785341,-5.49,-5.42714595,0.06277605,7.80E-05,6.64,-0.02584
2-3-4-5-6-SHBABr,c1(S)c(S)c(S)c(S)c(S)c1(C#C(Br)),Br,SH,SH,SH,35,1.99165744,1.798,4.51,-4.299,1.2145,16.826,1.642,C1,1.8104,0.0124,4.1,-0.41,-2.696,1.2158,0.0013,16.705,-0.121,2.291,2.8977,0.173,-11.951,0.0177,0.0129,-0.00143,-0.0115,0.0574,0.00143,1.23E-06,-0.0177,-6.09,-6.034139886,-5.62,-5.560490262,0.059506726,3.01E-06,344.97,-0.02608
2-3-5-6-BH2BABr,c1(B)c(B)cc(B)c(B)c1(C#C(Br)),Br,BH2,BH2,H,30.9,1.994210812,1.7978,4.508,-4.654,1.2137,16.945,2.279,C1,1.8094,0.0116,4.13,-0.378,-3.268,1.2152,0.0015,16.807,-0.138,2.906,2.9135,0.171,-11.391,0.0172,0.0125,-0.00143,-0.0111,0.0558,0.00143,5.49E-07,-0.0172,-5.62,-5.55946911,-5.15,-5.092269314,0.057243927,0.000486759,6.38,-0.02461
2-3-5-6-ClBABr,c1(Cl)c(Cl)cc(Cl)c(Cl)c1(C#C(Br)),Br,Cl,Cl,H,32.4,1.992051763,1.794,4.552,-6.929,1.2106,17.213,4.709,C1,1.8058,0.0118,4.156,-0.396,-5.644,1.2122,0.0016,17.057,-0.156,5.492,2.9065,0.172,-11.355,0.017398425,0.012691414,-0.001430304,-0.01126111,0.056486872,0.001430304,5.97E-07,-0.017398425,-5.82,-5.767806029,-5.35,-5.297554262,0.052108389,0.000337349,6.5,-0.02516
2-3-5-6-CN-4-CF3BABr,c1(C#N)c(C#N)c(C(F)(F)F)c(C#N)c(C#N)c1(C#C(Br)),Br,CN,CN,CF3,43.8,1.980874108,1.7863,4.619,-11.713,1.2114,17.09,8.994,C1,1.8003,0.014,4.1,-0.519,-10.429,1.2137,0.0023,16.864,-0.226,10.17,2.847,0.202,-11.836,0.019639096,0.014281346,-0.001415141,-0.012866205,0.062785951,0.001415141,4.19E-07,-0.019639096,-7.56,-7.480009626,-7.05,-6.969572547,0.080697722,-0.000270268,38.31,-0.0323
2-3-5-6-CN-4-NO2BABr,c1(C#N)c(C#N)c(N(=O)=O)c(C#N)c(C#N)c1(C#C(Br)),Br,CN,CN,NO2,45.7,1.979290475,1.7856,4.626,-12.347,1.2117,17.064,9.536,C1,1.7999,0.0143,4.092,-0.534,-11.123,1.214,0.0023,16.829,-0.235,10.828,2.8411,0.207,-11.935,0.019884889,0.014449552,-0.00140909,-0.013040462,0.063434566,0.00140909,1.07E-06,-0.019884889,-7.77,-7.689867628,-7.26,-7.175885175,0.084425128,-0.000310303,74.75,-0.03311
2-3-5-6-CNBABr,c1(C#N)c(C#N)cc(C#N)c(C#N)c1(C#C(Br)),Br,CN,CN,H,41.4,1.98205392,1.7877,4.609,-10.571,1.2113,17.123,7.963,C1,1.8014,0.0137,4.109,-0.5,-9.236,1.2133,0.002,16.913,-0.21,9.002,2.8565,0.194,-11.691,0.019255437,0.014017041,-0.001423191,-0.01259385,0.061760928,0.001423191,2.12E-07,-0.019255437,-7.24,-7.162803573,-6.74,-6.666096951,0.074096322,-0.000193273,7.64,-0.03104
2-3-5-6-F-4-CF3BABr,c1(F)c(F)c(C(F)(F)F)c(F)c(F)c1(C#C(Br)),Br,F,F,CF3,36.5,1.988617611,1.7928,4.563,-7.704,1.2105,17.252,5.205,C1,1.8054,0.0126,4.13,-0.433,-6.36,1.2122,0.0017,17.082,-0.17,6.047,2.8894,0.176,-11.337,0.018008403,0.013126412,-0.001431062,-0.01169535,0.058229893,0.001431062,9.93E-07,-0.018008403,-6.33,-6.265182609,-5.85,-5.788343866,0.061646533,9.60E-06,6.87,-0.02711
2-3-5-6-F-4-NO2BABr,c1(F)c(F)c(N(=O)=O)c(F)c(F)c1(C#C(Br)),Br,F,F,NO2,38.4,1.987334012,1.7921,4.57,-8.359,1.2106,17.239,5.774,C1,1.8049,0.0128,4.122,-0.448,-7.066,1.2123,0.0017,17.061,-0.178,6.731,2.8823,0.179,-11.437,0.01827113,0.013311645,-0.00142978,-0.011881864,0.058965701,0.00142978,2.79E-06,-0.01827113,-6.55,-6.484948986,-6.07,-6.005030929,0.065097836,-0.000128765,7.04,-0.02795
2-3-5-6-FBABr,c1(F)c(F)cc(F)c(F)c1(C#C(Br)),Br,F,F,H,32.8,1.991099578,1.7944,4.551,-6.431,1.2104,17.262,4.049,C1,1.8064,0.012,4.147,-0.404,-5.083,1.212,0.0016,17.108,-0.154,4.761,2.9038,0.173,-11.156,0.01748667,0.012756209,-0.001431687,-0.011324522,0.056751584,0.001431687,3.31E-06,-0.01748667,-5.88,-5.827237454,-5.41,-5.355264041,0.054392524,0.000343436,6.55,-0.02545
2-3-5-6-NH2BABr,c1(N)c(N)cc(N)c(N)c1(C#C(Br)),Br,NH2,NH2,H,27,1.998794454,1.8012,4.479,-2.21,1.2147,16.837,-0.185,C1,1.8122,0.011,4.137,-0.342,-0.807,1.2158,0.0011,16.742,-0.095,0.362,2.9336,0.168,-11.304,0.0165,0.012,-0.00142,-0.0106,0.0538,0.00142,8.33E-07,-0.0165,-5.07,-5.014193475,-4.62,-4.567812733,0.051249328,0.000937938,5.99,-0.02257
2-3-5-6-OHBABr,c1(O)c(O)cc(O)c(O)c1(C#C(Br)),Br,OH,OH,H,36.2,1.990939816,1.7985,4.505,-3.427,1.2153,16.807,0.646,C1,1.8112,0.0127,4.088,-0.417,-1.788,1.2166,0.0013,16.689,-0.118,1.16,2.8967,0.173,-11.462,0.0177,0.0129,-0.00143,-0.0115,0.0575,0.00143,1.18E-06,-0.0177,-6.16,-6.093414434,-5.69,-5.626029046,0.064018519,-4.76E-05,6.79,-0.02664
2-3-5-6-SHBABr,c1(S)c(S)cc(S)c(S)c1(C#C(Br)),Br,SH,SH,H,35.4,1.991025364,1.7977,4.513,-4.804,1.2142,16.869,2.371,C1,1.8102,0.0125,4.099,-0.414,-3.179,1.2156,0.0014,16.74,-0.129,2.939,2.8961,0.174,-11.762,0.0178,0.013,-0.00143,-0.0115,0.0575,0.00143,1.83E-06,-0.0178,-6.14,-6.025204151,-5.66,-5.542375729,0.117620381,3.89E-06,6.81,-0.02667
2-4-6_BH2_3-5_CNBABr,c1(B)c(C#N)c(B)c(C#N)c(B)c1(C#C(Br)),Br,BH2,CN,BH2,38,1.989531064,1.7925,4.561,-9.426,1.2117,17.064,7.501,C1,1.8059,0.0134,4.095,-0.466,-7.518,1.216,0.0043,16.554,-0.51,7.371,2.8765,0.181,-11.803,0.0185,0.0135,-0.00142,-0.012,0.0595,0.00142,3.55E-06,-0.0185,-6.74,-5.868093907,-6.25,-5.381987569,0.869965366,-0.001952935,,-0.02843
2-4-6_BH2_3-5_FBABr,c1(B)c(F)c(B)c(F)c(B)c1(C#C(Br)),Br,BH2,F,BH2,33.3,1.992418755,1.7936,4.55,-8.416,1.2115,17.09,6.694,C1,1.805,0.0114,4.161,-0.389,-7.421,1.2133,0.0018,16.914,-0.176,7.79,2.9065,0.173,-11.38,0.0174,0.0127,-0.00143,-0.0113,0.0565,0.00143,5.97E-07,-0.0174,-5.89,-5.837481546,-5.42,-5.364363313,0.055478115,0.000158572,6.48,-0.02522
2-4-6_BH2_3-5_NO2BABr,c1(B)c(N(=O)=O)c(B)c(N(=O)=O)c(B)c1(C#C(Br)),Br,BH2,NO2,BH2,31.7,1.992636335,1.7953,4.536,-6.771,1.2112,17.167,4.577,C1,1.8075,0.0122,4.126,-0.41,-5.244,1.2134,0.0022,16.942,-0.225,5.032,2.9,0.173,-11.542,0.0176,0.0129,-0.00143,-0.0114,0.0571,0.00143,1.11E-06,-0.0176,-6.01,-4.344319554,-5.55,-3.879422937,1.670499315,7.77E-05,6.65,-0.02605
2-4-6_NH2_3-5_CNBABr,c1(N)c(C#N)c(N)c(C#N)c(N)c1(C#C(Br)),Br,NH2,CN,NH2,33.6,1.994618139,1.8005,4.488,-1.784,1.2156,16.719,-1.162,C1,1.8125,0.012,4.105,-0.383,-0.199,1.2167,0.0011,16.629,-0.09,-0.626,2.9128,0.171,-11.644,0.0172,0.0125,-0.00142,-0.0111,0.0558,0.00142,1.80E-06,-0.0172,-5.74,-5.680588484,-5.27,-5.214085076,0.055835795,7.91E-05,6.45,-0.02492
2-4-6_NH2_3-5_FBABr,c1(N)c(F)c(N)c(F)c(N)c1(C#C(Br)),Br,NH2,F,NH2,27.8,1.998717141,1.8011,4.482,-1.393,1.2154,16.736,-1.327,C1,1.8122,0.0111,4.136,-0.346,-0.06,1.2164,0.001,16.655,-0.081,-0.75,2.9321,0.168,-11.369,0.0165,0.0121,-0.00142,-0.0106,0.0539,0.00142,1.61E-06,-0.0165,-5.13,-5.071678365,-4.68,-4.624273705,0.054963557,0.000762738,6.02,-0.02272
2-4-6_NH2_3-5_NO2BABr,c1(N)c(N(=O)=O)c(N)c(N(=O)=O)c(N)c1(C#C(Br)),Br,NH2,NO2,NH2,35.7,1.992405358,1.8002,4.491,-2.169,1.2159,16.694,-0.84,C1,1.8126,0.0124,4.088,-0.403,-0.488,1.217,0.0011,16.603,-0.091,-0.325,2.9022,0.172,-11.762,0.0176,0.0128,-0.00143,-0.0114,0.0569,0.00143,3.49E-07,-0.0176,-6.03,-5.96602373,-5.55,-5.488155425,0.061903812,-5.92E-05,,-0.02481
2-4-6_OH_3-5_CNBABr,c1(O)c(C#N)c(O)c(C#N)c(O)c1(C#C(Br)),Br,OH,CN,OH,43.1,1.98514034,1.7962,4.525,-4.487,1.2154,16.784,1.218,C1,1.8104,0.0142,4.042,-0.483,-2.623,1.2168,0.0014,16.654,-0.13,1.787,2.8667,0.185,-11.918,0.0189,0.0137,-0.00142,-0.0123,0.0606,0.00142,3.25E-06,-0.0189,-7.06,-6.977688271,-6.57,-6.491317149,0.078997171,-0.00031432,7.52,-0.03032
2-4-6_OH_3-5_FBABr,c1(O)c(F)c(O)c(F)c(O)c1(C#C(Br)),Br,OH,F,OH,36.8,1.989893456,1.798,4.511,-3.204,1.2157,16.754,0.186,C1,1.8109,0.0129,4.083,-0.428,-1.534,1.217,0.0013,16.64,-0.114,0.716,2.8914,0.175,-11.55,0.0179,0.0131,-0.00143,-0.0116,0.058,0.00143,1.74E-06,-0.0179,-6.29,-6.224174863,-5.82,-5.752690319,0.067375695,-6.60E-05,6.91,-0.02721
2-4-6_SH_3-5_CNBABr,c1(S)c(C#N)c(S)c(C#N)c(S)c1(C#C(Br)),Br,SH,CN,SH,41.2,1.986654847,1.7962,4.526,-5.621,1.2142,16.859,2.774,C1,1.8097,0.0135,4.064,-0.462,-3.881,1.2157,0.0015,16.718,-0.141,3.453,2.874,0.182,-12.11,0.0186,0.0135,-0.00142,-0.0121,0.0598,0.00142,1.59E-06,-0.0186,-6.83,-6.763180423,-6.35,-6.280212974,0.070105362,-0.000318336,7.35,-0.02941
2-4-6_SH_3-5_FBABr,c1(S)c(F)c(S)c(F)c(S)c1(C#C(Br)),Br,SH,F,SH,35.9,1.990829635,1.7973,4.517,-4.733,1.2142,16.873,2.044,C1,1.8099,0.0126,4.098,-0.419,-3.16,1.2156,0.0014,16.744,-0.129,2.707,2.8937,0.174,-11.775,0.0179,0.013,-0.00143,-0.0116,0.0578,0.00143,2.06E-06,-0.0179,-6.21,-6.149407106,-5.74,-5.679643061,0.060378964,-2.20E-05,6.86,-0.02693
2-4-6-BH2BABr,c1(B)cc(B)cc(B)c1(C#C(Br)),Br,BH2,H,BH2,30.3,1.995736531,1.7952,4.534,-7.433,1.212,17.058,5.77,C1,1.8061,0.0109,4.17,-0.364,-6.472,1.2136,0.0016,16.896,-0.162,6.835,2.9189,0.171,-11.327,0.017,0.0124,-0.00143,-0.011,0.0552,0.00143,1.58E-06,-0.017,-5.52,-5.47145149,-5.05,-5.000003306,0.049527442,0.000469252,6.22,-0.02389
2-4-6-ClBABr,c1(Cl)cc(Cl)cc(Cl)c1(C#C(Br)),Br,Cl,H,Cl,30.7,1.994030316,1.795,4.543,-6.174,1.2107,17.199,3.883,C1,1.8065,0.0115,4.162,-0.381,-4.901,1.2122,0.0015,17.054,-0.145,4.643,2.9139,0.171,-11.308,0.017137737,0.012506113,-0.001428805,-0.011077308,0.055739669,0.001428805,1.19E-06,-0.017137737,-5.6,-5.549257021,-5.14,-5.0899767,0.049504224,0.000519076,6.34,-0.02436
2-4-6-CN-3-5-CF3BABr,c1(C#N)c(C(F)(F)F)c(C#N)c(C(F)(F)F)c(C#N)c1(C#C(Br)),Br,CN,CF3,CN,42.4,1.981450254,1.7863,4.62,-11.857,1.2115,17.078,9.152,C1,1.8,0.0137,4.113,-0.507,-10.66,1.2137,0.0022,16.855,-0.223,10.384,2.852,0.198,-11.817,0.019436855,0.014143059,-0.001419863,-0.012723196,0.062251689,0.001419863,5.23E-07,-0.019436855,-7.38,-7.30423794,-6.87,-6.79245338,0.077610375,-6.38E-05,3,-0.03152
2-4-6-CN-3-5-NO2BABr,c1(C#N)c(N(=O)=O)c(C#N)c(N(=O)=O)c(C#N)c1(C#C(Br)),Br,CN,NO2,CN,46.1,1.979285819,1.7848,4.634,-12.994,1.2121,17.028,10.127,C1,1.799,0.0142,4.096,-0.538,-11.796,1.2144,0.0023,16.788,-0.24,11.479,2.8383,0.209,-11.987,0.020002413,0.014530056,-0.001406576,-0.01312348,0.063746529,0.001406576,1.42E-06,-0.020002413,-7.87,-7.780975732,-7.35,-7.262122064,0.088240386,-0.000362449,10.52,-0.03318
2-4-6-CNBABr,c1(C#N)cc(C#N)cc(C#N)c1(C#C(Br)),Br,CN,H,CN,38.5,1.98499313,1.7888,4.597,-10.267,1.2115,17.098,7.724,C1,1.8018,0.013,4.126,-0.471,-9.073,1.2135,0.002,16.897,-0.201,8.832,2.8688,0.186,-11.586,0.01877274,0.013678952,-0.001429577,-0.012249375,0.060434117,0.001429577,7.06E-07,-0.01877274,-6.84,-6.773101348,-6.35,-6.282548941,0.067494922,-4.39E-05,7.33,-0.02942
2-4-6-F-3-5-CF3BABr,c1(F)c(C(F)(F)F)c(F)c(C(F)(F)F)c(F)c1(C#C(Br)),Br,F,CF3,F,36.2,1.988849229,1.7934,4.559,-6.909,1.2102,17.27,4.329,C1,1.806,0.0126,4.126,-0.433,-5.474,1.2118,0.0016,17.11,-0.16,5.071,2.8906,0.176,-11.352,0.017961032,0.013095509,-0.001431396,-0.011664113,0.058107621,0.001431396,1.29E-06,-0.017961032,-6.29,-6.224996901,-5.81,-5.747933098,0.062041864,2.50E-05,6.85,-0.02701
2-4-6-F-3-5-NO2BABr,c1(F)c(N(=O)=O)c(F)c(N(=O)=O)c(F)c1(C#C(Br)),Br,F,NO2,F,39.7,1.985981455,1.792,4.572,-7.881,1.2104,17.26,5.196,C1,1.8052,0.0132,4.109,-0.463,-6.4,1.2121,0.0017,17.087,-0.173,6.003,2.8765,0.181,-11.501,0.018487906,0.013466122,-0.001428136,-0.012037986,0.059577031,0.001428136,3.39E-06,-0.018487906,-6.72,-6.656171228,-6.24,-6.173385725,0.066810936,-0.000196661,7.19,-0.0287
2-4-6-FBABr,c1(F)cc(F)cc(F)c1(C#C(Br)),Br,F,H,F,29.8,1.994138675,1.7961,4.534,-5.047,1.2105,17.249,2.668,C1,1.8077,0.0116,4.158,-0.376,-3.696,1.2119,0.0014,17.112,-0.137,3.297,2.9176,0.171,-11.096,0.017005697,0.012413191,-0.001429105,-0.010984086,0.055369182,0.001429105,6.88E-07,-0.017005697,-5.48,-5.432803807,-5.03,-4.979046982,0.050276061,0.000676957,6.26,-0.02397
2-4-6-NH2BABr,c1(N)cc(N)cc(N)c1(C#C(Br)),Br,NH2,H,NH2,24.4,2.001921528,1.8026,4.465,-0.358,1.2161,16.655,-2.265,C1,1.8132,0.0106,4.144,-0.321,0.996,1.217,0.0009,16.588,-0.067,-1.728,2.9457,0.165,-11.338,0.0161,0.0117,-0.00141,-0.0103,0.0526,0.00141,1.54E-06,-0.0161,-4.73,-4.680295042,-4.29,-4.238214528,0.050506985,0.001278488,5.76,-0.02136
2-4-6-OHBABr,c1(O)cc(O)cc(O)c1(C#C(Br)),Br,OH,H,OH,32.9,1.993014367,1.7995,4.496,-2.193,1.2163,16.694,-0.728,C1,1.8117,0.0122,4.102,-0.394,-0.595,1.2174,0.0011,16.595,-0.099,-0.234,2.9073,0.171,-11.449,0.0174,0.0127,-0.00143,-0.0112,0.0564,0.00143,1.79E-06,-0.0174,-5.81,-5.753784329,-5.35,-5.289673559,0.06008278,0.000243662,6.56,-0.02539
2-4-6-SHBABr,c1(S)cc(S)cc(S)c1(C#C(Br)),Br,SH,H,SH,32.9,1.993139948,1.7986,4.505,-3.867,1.2144,16.841,1.273,C1,1.8106,0.012,4.111,-0.394,-2.33,1.2157,0.0013,16.723,-0.118,1.886,2.9059,0.172,-11.698,0.0174,0.0127,-0.00143,-0.0113,0.0565,0.00143,1.28E-06,-0.0174,-5.85,-5.794525384,-5.38,-5.324971935,0.05483178,0.000196285,6.59,-0.02554
2-6_NH2_3-4-5_CNBABr,c1(N)c(C#N)c(C#N)c(C#N)c(N)c1(C#C(Br)),Br,NH2,CN,CN,41.7,1.98868083,1.7975,4.513,-4.789,1.2148,16.82,1.843,C1,1.8108,0.0133,4.065,-0.448,-3.131,1.2162,0.0014,16.692,-0.128,2.539,2.8814,0.178,-11.855,0.0183,0.0133,-0.00142,-0.0119,0.059,0.00142,4.46E-07,-0.0183,-6.7,-6.632030938,-6.21,-6.144468493,0.065869672,-0.000338165,7.16,-0.02859
2-6_NH2_3-4-5_FBABr,c1(N)c(F)c(F)c(F)c(N)c1(C#C(Br)),Br,NH2,F,F,32.4,1.994180043,1.7998,4.494,-2.802,1.2146,16.832,0.224,C1,1.8116,0.0118,4.118,-0.376,-1.299,1.2158,0.0012,16.73,-0.102,0.719,2.916,0.17,-11.302,0.0171,0.0125,-0.00143,-0.011,0.0555,0.00143,1.52E-06,-0.0171,-5.62,-5.563589338,-5.16,-5.101997101,0.057755974,0.000246925,6.36,-0.02447
2-6_NH2_3-5_CN_4_NO2BABr,c1(N)c(C#N)c(N(=O)=O)c(C#N)c(N)c1(C#C(Br)),Br,NH2,CN,NO2,42,1.987499762,1.7973,4.514,-4.917,1.2147,16.831,2.003,C1,1.8107,0.0134,4.063,-0.451,-3.271,1.2161,0.0014,16.7,-0.131,2.701,2.8799,0.179,-11.817,0.0184,0.0134,-0.00142,-0.0119,0.0592,0.00142,3.39E-06,-0.0184,-6.74,-6.671394609,-6.25,-6.182507902,0.067833777,-0.000341679,7.2,-0.02877
2-6_NH2_3-5_F_4_NO2BABr,c1(N)c(F)c(N(=O)=O)c(F)c(N)c1(C#C(Br)),Br,NH2,F,NO2,36.8,1.991041093,1.798,4.509,-4.398,1.2143,16.873,1.706,C1,1.8105,0.0125,4.097,-0.412,-2.913,1.2156,0.0013,16.751,-0.122,2.397,2.8985,0.173,-11.527,0.0177,0.0129,-0.00143,-0.0115,0.0573,0.00143,2.88E-06,-0.0177,-6.15,-6.0862169,-5.68,-5.615360874,0.064740155,-0.000101029,6.75,-0.02644
2-6_NH2_3-5_NO2_4_CNBABr,c1(N)c(N(=O)=O)c(C#N)c(N(=O)=O)c(N)c1(C#C(Br)),Br,NH2,NO2,CN,42.7,1.986749669,1.7972,4.516,-5.036,1.2149,16.806,2.048,C1,1.8107,0.0135,4.057,-0.459,-3.342,1.2163,0.0014,16.676,-0.13,2.751,2.8761,0.181,-11.934,0.0185,0.0135,-0.00142,-0.012,0.0596,0.00142,5.39E-07,-0.0185,-6.84,-6.77185888,-6.35,-6.27996925,0.07037519,-0.00034444,,-0.02906
2-6_NH2_3-5_NO2_4_FBABr,c1(N)c(N(=O)=O)c(F)c(N(=O)=O)c(N)c1(C#C(Br)),Br,NH2,NO2,F,39.4,1.989283271,1.7987,4.503,-3.593,1.2151,16.797,0.711,C1,1.8117,0.013,4.072,-0.431,-1.853,1.2163,0.0012,16.684,-0.113,1.22,2.8889,0.175,-11.707,0.018,0.0131,-0.00143,-0.0117,0.0582,0.00143,2.33E-06,-0.018,-6.45,-6.379521115,-5.96,-5.893603722,0.066654059,-0.000257781,56.46,-0.02747
2-6_OH_3-5_BH2_4_CNBABr,c1(O)c(B)c(C#N)c(B)c(O)c1(C#C(Br)),Br,OH,BH2,CN,42.3,1.986043912,1.7965,4.52,-4.875,1.2155,16.776,1.767,C1,1.8103,0.0138,4.047,-0.473,-3.073,1.217,0.0015,16.644,-0.132,2.399,2.8703,0.183,-11.948,0.0187,0.0136,-0.00142,-0.0122,0.0602,0.00142,1.14E-06,-0.0187,-6.95,-6.873866824,-6.45,-6.37537839,0.07494346,-0.00032185,7.43,-0.02986
2-6_OH_3-5_BH2_4_FBABr,c1(O)c(B)c(F)c(B)c(O)c1(C#C(Br)),Br,OH,BH2,F,38.7,1.988129723,1.7979,4.509,-3.522,1.2158,16.747,0.497,C1,1.8111,0.0132,4.066,-0.443,-1.745,1.2171,0.0013,16.631,-0.116,0.996,2.8842,0.177,-11.713,0.0182,0.0133,-0.00143,-0.0118,0.0587,0.00143,1.12E-06,-0.0182,-6.51,-6.443740437,-6.03,-5.959573981,0.070619919,-0.0001939,7.09,-0.02812
2-6_OH_3-5_BH2_4_NO2BABr,c1(O)c(B)c(N(=O)=O)c(B)c(O)c1(C#C(Br)),Br,OH,BH2,NO2,42.2,1.986048344,1.7967,4.519,-4.602,1.2155,16.789,1.531,C1,1.8106,0.0139,4.047,-0.472,-2.755,1.2169,0.0014,16.659,-0.13,2.085,2.8708,0.183,-11.877,0.0187,0.0136,-0.00142,-0.0122,0.0601,0.00142,4.08E-06,-0.0187,-6.93,-6.858819146,-6.45,-6.373912151,0.076405557,-0.000317708,7.42,-0.02983
